Trial,Marker,Coordinate,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
4,13,Y,"Mean: -58.82, Std: 1.84, Max: -54.02, Min: -62.30, Range: 8.27","Mean: -58.97, Std: 0.47, Max: -57.63, Min: -59.90, Range: 2.27","Mean: -61.18, Std: 5.19, Max: -52.36, Min: -67.98, Range: 15.62","Mean: -31.13, Std: 29.09, Max: 3.41, Min: -70.89, Range: 74.31","Mean: -56.70, Std: 7.46, Max: -41.04, Min: -65.01, Range: 23.98","Mean: -42.08, Std: 20.58, Max: -6.85, Min: -69.78, Range: 62.93","Mean: -52.11, Std: 13.49, Max: 4.39, Min: -67.06, Range: 71.45"
4,13,Z,"Mean: -5.66, Std: 2.95, Max: 0.60, Min: -11.48, Range: 12.08","Mean: -2.59, Std: 0.85, Max: 0.54, Min: -4.08, Range: 4.63","Mean: 6.65, Std: 8.62, Max: 19.87, Min: -7.23, Range: 27.10","Mean: -22.84, Std: 26.46, Max: 19.97, Min: -50.79, Range: 70.76","Mean: 1.93, Std: 9.00, Max: 13.58, Min: -20.27, Range: 33.85","Mean: -22.58, Std: 17.69, Max: 6.58, Min: -55.76, Range: 62.35","Mean: -8.43, Std: 16.30, Max: 13.24, Min: -64.42, Range: 77.66"
4,14,X,"Mean: 110.62, Std: 0.42, Max: 111.58, Min: 109.75, Range: 1.83","Mean: 111.36, Std: 0.22, Max: 111.88, Min: 110.89, Range: 0.99","Mean: 100.61, Std: 0.38, Max: 101.57, Min: 99.81, Range: 1.76","Mean: 98.44, Std: 1.12, Max: 100.54, Min: 95.49, Range: 5.05","Mean: 108.53, Std: 8.68, Max: 122.11, Min: 95.20, Range: 26.91","Mean: 113.54, Std: 3.74, Max: 121.32, Min: 105.54, Range: 15.78","Mean: 110.43, Std: 5.59, Max: 122.93, Min: 100.94, Range: 21.99"
4,14,Y,"Mean: -54.37, Std: 1.01, Max: -51.53, Min: -56.30, Range: 4.76","Mean: -49.28, Std: 0.31, Max: -48.33, Min: -50.08, Range: 1.74","Mean: -55.04, Std: 0.41, Max: -53.96, Min: -55.92, Range: 1.95","Mean: -54.20, Std: 0.46, Max: -53.27, Min: -55.52, Range: 2.25","Mean: -56.16, Std: 2.38, Max: -48.42, Min: -60.79, Range: 12.37","Mean: -50.95, Std: 4.46, Max: -37.13, Min: -57.74, Range: 20.60","Mean: -46.86, Std: 9.88, Max: -18.21, Min: -55.59, Range: 37.38"
4,14,Z,"Mean: -16.74, Std: 1.44, Max: -13.99, Min: -19.13, Range: 5.14","Mean: -18.09, Std: 0.48, Max: -16.66, Min: -19.39, Range: 2.73","Mean: -7.18, Std: 0.81, Max: -5.25, Min: -9.31, Range: 4.05","Mean: -6.53, Std: 0.91, Max: -4.30, Min: -8.48, Range: 4.18","Mean: -9.11, Std: 4.48, Max: -3.71, Min: -20.65, Range: 16.94","Mean: -22.13, Std: 2.10, Max: -17.87, Min: -27.45, Range: 9.58","Mean: -20.31, Std: 9.25, Max: -9.23, Min: -43.81, Range: 34.58"
4,15,X,"Mean: 126.92, Std: 0.55, Max: 128.20, Min: 125.87, Range: 2.34","Mean: 127.89, Std: 0.30, Max: 128.77, Min: 127.27, Range: 1.51","Mean: 113.43, Std: 0.55, Max: 114.86, Min: 112.19, Range: 2.67","Mean: 112.30, Std: 1.87, Max: 115.44, Min: 108.12, Range: 7.32","Mean: 126.71, Std: 10.79, Max: 140.91, Min: 110.17, Range: 30.73","Mean: 132.14, Std: 5.21, Max: 139.84, Min: 120.56, Range: 19.28","Mean: 126.11, Std: 6.09, Max: 138.70, Min: 113.97, Range: 24.74"
4,15,Y,"Mean: -63.57, Std: 1.21, Max: -60.15, Min: -65.69, Range: 5.54","Mean: -57.95, Std: 0.45, Max: -56.53, Min: -59.04, Range: 2.51","Mean: -68.06, Std: 0.54, Max: -66.77, Min: -69.23, Range: 2.46","Mean: -67.97, Std: 0.68, Max: -66.62, Min: -69.72, Range: 3.10","Mean: -56.80, Std: 13.35, Max: -30.93, Min: -72.23, Range: 41.30","Mean: -52.70, Std: 11.15, Max: -26.87, Min: -69.30, Range: 42.43","Mean: -53.04, Std: 17.38, Max: -7.42, Min: -68.58, Range: 61.16"
4,15,Z,"Mean: -17.95, Std: 1.87, Max: -13.75, Min: -21.41, Range: 7.66","Mean: -19.03, Std: 0.61, Max: -17.24, Min: -20.50, Range: 3.26","Mean: -3.23, Std: 1.10, Max: -1.21, Min: -5.55, Range: 4.34","Mean: -2.66, Std: 1.27, Max: 0.54, Min: -4.68, Range: 5.22","Mean: -16.02, Std: 12.82, Max: 1.90, Min: -39.21, Range: 41.12","Mean: -29.69, Std: 5.18, Max: -22.05, Min: -42.31, Range: 20.25","Mean: -22.96, Std: 14.06, Max: -6.08, Min: -55.27, Range: 49.19"
4,16,X,"Mean: 137.27, Std: 0.80, Max: 139.15, Min: 135.71, Range: 3.44","Mean: 139.00, Std: 0.41, Max: 140.10, Min: 138.20, Range: 1.90","Mean: 120.92, Std: 0.74, Max: 122.72, Min: 119.32, Range: 3.40","Mean: 120.44, Std: 2.72, Max: 124.70, Min: 113.68, Range: 11.02","Mean: 131.81, Std: 8.78, Max: 147.39, Min: 117.29, Range: 30.10","Mean: 141.62, Std: 5.48, Max: 151.17, Min: 128.43, Range: 22.74","Mean: 135.99, Std: 7.09, Max: 151.70, Min: 121.05, Range: 30.65"
4,16,Y,"Mean: -76.98, Std: 1.33, Max: -73.22, Min: -79.31, Range: 6.10","Mean: -70.46, Std: 0.52, Max: -68.93, Min: -71.77, Range: 2.84","Mean: -83.89, Std: 0.55, Max: -82.53, Min: -85.10, Range: 2.57","Mean: -83.50, Std: 1.06, Max: -81.52, Min: -85.75, Range: 4.22","Mean: -59.48, Std: 23.72, Max: -21.11, Min: -87.94, Range: 66.83","Mean: -55.37, Std: 19.21, Max: -20.44, Min: -83.33, Range: 62.89","Mean: -62.87, Std: 23.45, Max: -3.63, Min: -84.58, Range: 80.95"
4,16,Z,"Mean: -22.92, Std: 2.03, Max: -18.56, Min: -26.52, Range: 7.96","Mean: -24.52, Std: 0.70, Max: -22.32, Min: -26.31, Range: 4.00","Mean: -4.28, Std: 1.16, Max: -2.04, Min: -6.65, Range: 4.62","Mean: -4.32, Std: 1.78, Max: 0.66, Min: -7.35, Range: 8.01","Mean: -25.49, Std: 18.68, Max: 2.13, Min: -53.34, Range: 55.47","Mean: -41.21, Std: 8.54, Max: -27.16, Min: -55.70, Range: 28.54","Mean: -29.86, Std: 18.52, Max: -6.80, Min: -70.90, Range: 64.11"
4,17,X,"Mean: 86.36, Std: 3.74, Max: 93.44, Min: 79.85, Range: 13.59","Mean: 89.92, Std: 0.13, Max: 90.28, Min: 89.65, Range: 0.63","Mean: 90.76, Std: 0.29, Max: 91.22, Min: 89.59, Range: 1.63","Mean: 89.91, Std: 0.17, Max: 90.30, Min: 89.43, Range: 0.87","Mean: 87.56, Std: 0.26, Max: 88.29, Min: 87.02, Range: 1.27","Mean: 87.61, Std: 3.36, Max: 92.19, Min: 81.05, Range: 11.14","Mean: 88.47, Std: 1.30, Max: 91.67, Min: 85.49, Range: 6.19"
4,17,Y,"Mean: 63.88, Std: 1.94, Max: 67.49, Min: 59.25, Range: 8.25","Mean: 56.49, Std: 0.13, Max: 56.82, Min: 56.17, Range: 0.65","Mean: 57.83, Std: 0.50, Max: 58.57, Min: 56.78, Range: 1.79","Mean: 58.28, Std: 0.35, Max: 59.03, Min: 57.59, Range: 1.44","Mean: 62.69, Std: 0.37, Max: 63.33, Min: 61.41, Range: 1.92","Mean: 62.99, Std: 2.79, Max: 68.43, Min: 57.29, Range: 11.15","Mean: 59.96, Std: 0.73, Max: 62.19, Min: 58.47, Range: 3.72"
4,17,Z,"Mean: -1.57, Std: 2.96, Max: 4.25, Min: -7.41, Range: 11.66","Mean: -3.39, Std: 0.31, Max: -2.73, Min: -4.20, Range: 1.47","Mean: -3.82, Std: 0.84, Max: -1.44, Min: -4.91, Range: 3.47","Mean: -3.25, Std: 0.22, Max: -2.70, Min: -3.85, Range: 1.14","Mean: -2.26, Std: 0.31, Max: -1.40, Min: -3.18, Range: 1.78","Mean: -7.86, Std: 6.12, Max: 3.26, Min: -19.73, Range: 22.99","Mean: -2.70, Std: 3.73, Max: 1.84, Min: -15.75, Range: 17.59"
4,18,X,"Mean: 118.40, Std: 5.94, Max: 125.78, Min: 105.81, Range: 19.97","Mean: 118.30, Std: 0.14, Max: 118.71, Min: 118.01, Range: 0.70","Mean: 120.73, Std: 0.65, Max: 121.50, Min: 118.16, Range: 3.34","Mean: 118.02, Std: 0.10, Max: 118.31, Min: 117.76, Range: 0.56","Mean: 116.75, Std: 0.22, Max: 117.21, Min: 116.39, Range: 0.83","Mean: 117.92, Std: 5.11, Max: 125.69, Min: 107.94, Range: 17.75","Mean: 117.59, Std: 2.05, Max: 122.07, Min: 113.20, Range: 8.87"
4,18,Y,"Mean: 59.74, Std: 8.86, Max: 75.15, Min: 42.24, Range: 32.91","Mean: 53.54, Std: 0.20, Max: 53.98, Min: 53.08, Range: 0.90","Mean: 54.89, Std: 0.53, Max: 55.93, Min: 53.71, Range: 2.22","Mean: 57.13, Std: 0.58, Max: 58.47, Min: 56.06, Range: 2.41","Mean: 64.16, Std: 0.59, Max: 65.16, Min: 62.23, Range: 2.93","Mean: 64.43, Std: 5.70, Max: 76.24, Min: 54.65, Range: 21.59","Mean: 59.97, Std: 1.05, Max: 63.73, Min: 57.15, Range: 6.58"
4,18,Z,"Mean: -5.28, Std: 10.34, Max: 12.21, Min: -22.59, Range: 34.80","Mean: 0.02, Std: 0.49, Max: 1.16, Min: -1.11, Range: 2.26","Mean: -2.80, Std: 1.97, Max: 3.10, Min: -5.29, Range: 8.39","Mean: 0.51, Std: 0.32, Max: 1.34, Min: -0.30, Range: 1.64","Mean: 0.89, Std: 0.58, Max: 2.38, Min: -0.71, Range: 3.08","Mean: -10.70, Std: 12.59, Max: 12.32, Min: -33.41, Range: 45.73","Mean: -0.34, Std: 8.02, Max: 9.60, Min: -26.43, Range: 36.03"
4,19,X,"Mean: 125.32, Std: 10.39, Max: 141.88, Min: 108.21, Range: 33.68","Mean: 144.14, Std: 0.14, Max: 144.54, Min: 143.81, Range: 0.73","Mean: 145.66, Std: 0.24, Max: 146.33, Min: 144.47, Range: 1.86","Mean: 143.25, Std: 0.25, Max: 144.31, Min: 142.81, Range: 1.51","Mean: 141.45, Std: 0.26, Max: 141.94, Min: 140.68, Range: 1.26","Mean: 137.91, Std: 3.34, Max: 143.70, Min: 128.31, Range: 15.40","Mean: 142.28, Std: 1.56, Max: 144.94, Min: 137.67, Range: 7.28"
4,19,Y,"Mean: 55.06, Std: 18.23, Max: 89.84, Min: 29.32, Range: 60.52","Mean: 57.06, Std: 0.27, Max: 57.59, Min: 56.44, Range: 1.15","Mean: 55.59, Std: 0.81, Max: 57.70, Min: 53.30, Range: 4.40","Mean: 63.40, Std: 0.76, Max: 64.98, Min: 61.80, Range: 3.19","Mean: 71.08, Std: 0.68, Max: 72.21, Min: 69.16, Range: 3.06","Mean: 64.71, Std: 14.09, Max: 87.47, Min: 42.34, Range: 45.13","Mean: 64.19, Std: 3.34, Max: 68.69, Min: 50.51, Range: 18.18"
4,19,Z,"Mean: -24.58, Std: 17.84, Max: 11.19, Min: -46.50, Range: 57.69","Mean: -6.93, Std: 0.66, Max: -5.61, Min: -8.39, Range: 2.78","Mean: -14.23, Std: 3.43, Max: -3.33, Min: -18.11, Range: 14.78","Mean: -5.10, Std: 0.51, Max: -3.88, Min: -6.57, Range: 2.70","Mean: -8.16, Std: 1.02, Max: -6.07, Min: -10.77, Range: 4.70","Mean: -26.79, Std: 18.90, Max: 10.33, Min: -54.83, Range: 65.16","Mean: -9.72, Std: 12.35, Max: 6.08, Min: -48.37, Range: 54.45"
4,20,X,"Mean: 38.87, Std: 0.55, Max: 39.80, Min: 37.82, Range: 1.98","Mean: 37.97, Std: 0.21, Max: 38.44, Min: 37.52, Range: 0.92","Mean: 36.79, Std: 0.16, Max: 37.09, Min: 36.36, Range: 0.73","Mean: 37.53, Std: 0.13, Max: 37.87, Min: 37.29, Range: 0.58","Mean: 38.03, Std: 0.11, Max: 38.35, Min: 37.76, Range: 0.59","Mean: 38.28, Std: 0.95, Max: 39.74, Min: 36.41, Range: 3.34","Mean: 37.81, Std: 0.46, Max: 38.64, Min: 36.54, Range: 2.10"
4,20,Y,"Mean: -1.05, Std: 0.25, Max: -0.48, Min: -1.67, Range: 1.19","Mean: -0.43, Std: 0.19, Max: -0.10, Min: -0.90, Range: 0.79","Mean: -0.62, Std: 0.12, Max: -0.22, Min: -0.89, Range: 0.67","Mean: -0.49, Std: 0.11, Max: -0.20, Min: -0.83, Range: 0.63","Mean: -0.95, Std: 0.10, Max: -0.69, Min: -1.12, Range: 0.43","Mean: -0.93, Std: 0.31, Max: -0.38, Min: -1.82, Range: 1.44","Mean: -0.67, Std: 0.39, Max: -0.07, Min: -2.05, Range: 1.98"
4,20,Z,"Mean: 3.88, Std: 0.21, Max: 4.34, Min: 3.42, Range: 0.92","Mean: 4.60, Std: 0.20, Max: 5.14, Min: 4.16, Range: 0.98","Mean: 5.02, Std: 0.22, Max: 5.57, Min: 4.58, Range: 0.98","Mean: 5.93, Std: 0.14, Max: 6.30, Min: 5.54, Range: 0.76","Mean: 5.47, Std: 0.14, Max: 5.80, Min: 5.12, Range: 0.68","Mean: 5.63, Std: 0.61, Max: 7.35, Min: 4.61, Range: 2.74","Mean: 5.52, Std: 0.54, Max: 7.45, Min: 4.75, Range: 2.70"
4,21,X,"Mean: 50.81, Std: 0.52, Max: 52.16, Min: 49.96, Range: 2.20","Mean: 51.76, Std: 0.05, Max: 51.89, Min: 51.63, Range: 0.26","Mean: 51.67, Std: 0.06, Max: 51.78, Min: 51.54, Range: 0.24","Mean: 51.64, Std: 0.05, Max: 51.80, Min: 51.50, Range: 0.29","Mean: 51.18, Std: 0.09, Max: 51.43, Min: 50.97, Range: 0.46","Mean: 51.95, Std: 0.88, Max: 53.54, Min: 50.72, Range: 2.82","Mean: 51.43, Std: 0.51, Max: 53.20, Min: 50.54, Range: 2.66"
4,21,Y,"Mean: 44.54, Std: 0.53, Max: 45.72, Min: 43.69, Range: 2.04","Mean: 44.77, Std: 0.07, Max: 44.94, Min: 44.60, Range: 0.34","Mean: 45.17, Std: 0.13, Max: 45.38, Min: 44.80, Range: 0.58","Mean: 45.11, Std: 0.08, Max: 45.33, Min: 44.90, Range: 0.43","Mean: 44.92, Std: 0.09, Max: 45.12, Min: 44.72, Range: 0.40","Mean: 45.59, Std: 0.74, Max: 46.85, Min: 44.49, Range: 2.37","Mean: 45.24, Std: 0.63, Max: 47.10, Min: 43.86, Range: 3.23"
4,21,Z,"Mean: -4.26, Std: 0.05, Max: -4.17, Min: -4.37, Range: 0.20","Mean: -4.44, Std: 0.01, Max: -4.42, Min: -4.46, Range: 0.04","Mean: -4.35, Std: 0.01, Max: -4.33, Min: -4.39, Range: 0.06","Mean: -4.35, Std: 0.01, Max: -4.32, Min: -4.38, Range: 0.06","Mean: -4.28, Std: 0.01, Max: -4.24, Min: -4.32, Range: 0.08","Mean: -4.35, Std: 0.08, Max: -4.21, Min: -4.51, Range: 0.31","Mean: -4.29, Std: 0.04, Max: -4.20, Min: -4.40, Range: 0.21"
4,22,X,"Mean: 35.81, Std: 0.13, Max: 36.12, Min: 35.54, Range: 0.58","Mean: 35.55, Std: 0.05, Max: 35.66, Min: 35.40, Range: 0.26","Mean: 35.16, Std: 0.06, Max: 35.27, Min: 34.99, Range: 0.27","Mean: 35.20, Std: 0.05, Max: 35.34, Min: 35.06, Range: 0.28","Mean: 35.36, Std: 0.13, Max: 35.71, Min: 35.16, Range: 0.55","Mean: 35.29, Std: 0.30, Max: 35.94, Min: 34.81, Range: 1.13","Mean: 35.37, Std: 0.35, Max: 36.35, Min: 34.60, Range: 1.75"
4,22,Y,"Mean: -22.83, Std: 0.22, Max: -22.43, Min: -23.45, Range: 1.02","Mean: -21.78, Std: 0.05, Max: -21.67, Min: -21.95, Range: 0.28","Mean: -22.23, Std: 0.14, Max: -21.89, Min: -22.48, Range: 0.59","Mean: -22.22, Std: 0.08, Max: -22.02, Min: -22.43, Range: 0.41","Mean: -22.62, Std: 0.09, Max: -22.37, Min: -22.87, Range: 0.50","Mean: -22.58, Std: 0.29, Max: -22.04, Min: -23.40, Range: 1.36","Mean: -22.77, Std: 0.26, Max: -21.75, Min: -23.28, Range: 1.53"
4,22,Z,"Mean: -12.49, Std: 0.04, Max: -12.40, Min: -12.57, Range: 0.17","Mean: -12.24, Std: 0.01, Max: -12.21, Min: -12.27, Range: 0.06","Mean: -12.23, Std: 0.03, Max: -12.17, Min: -12.28, Range: 0.11","Mean: -12.24, Std: 0.02, Max: -12.19, Min: -12.29, Range: 0.10","Mean: -12.34, Std: 0.04, Max: -12.27, Min: -12.46, Range: 0.19","Mean: -12.32, Std: 0.11, Max: -12.13, Min: -12.53, Range: 0.40","Mean: -12.37, Std: 0.09, Max: -12.17, Min: -12.62, Range: 0.46"
4,23,X,"Mean: 0.28, Std: 0.41, Max: 0.95, Min: -0.85, Range: 1.80","Mean: -0.41, Std: 0.07, Max: -0.25, Min: -0.57, Range: 0.32","Mean: 0.06, Std: 0.08, Max: 0.29, Min: -0.15, Range: 0.44","Mean: 0.06, Std: 0.07, Max: 0.22, Min: -0.15, Range: 0.38","Mean: 0.35, Std: 0.12, Max: 0.71, Min: 0.12, Range: 0.59","Mean: -0.35, Std: 0.67, Max: 0.65, Min: -1.65, Range: 2.31","Mean: 0.09, Std: 0.36, Max: 0.69, Min: -1.30, Range: 1.99"
4,23,Y,"Mean: 1.69, Std: 0.50, Max: 2.55, Min: 0.38, Range: 2.18","Mean: 0.42, Std: 0.05, Max: 0.54, Min: 0.28, Range: 0.27","Mean: 0.47, Std: 0.06, Max: 0.63, Min: 0.30, Range: 0.33","Mean: 0.52, Std: 0.06, Max: 0.67, Min: 0.38, Range: 0.29","Mean: 1.11, Std: 0.13, Max: 1.49, Min: 0.76, Range: 0.74","Mean: 0.39, Std: 0.93, Max: 1.71, Min: -1.23, Range: 2.94","Mean: 0.95, Std: 0.53, Max: 2.09, Min: -0.72, Range: 2.82"
4,23,Z,"Mean: 0.23, Std: 0.02, Max: 0.30, Min: 0.18, Range: 0.12","Mean: 0.17, Std: 0.01, Max: 0.21, Min: 0.13, Range: 0.07","Mean: 0.07, Std: 0.02, Max: 0.11, Min: 0.01, Range: 0.11","Mean: 0.08, Std: 0.02, Max: 0.13, Min: 0.04, Range: 0.09","Mean: 0.11, Std: 0.04, Max: 0.21, Min: 0.04, Range: 0.17","Mean: 0.15, Std: 0.06, Max: 0.31, Min: 0.05, Range: 0.26","Mean: 0.14, Std: 0.08, Max: 0.38, Min: -0.01, Range: 0.39"
5,1,X,"Mean: 104.57, Std: 1.08, Max: 106.36, Min: 100.97, Range: 5.39","Mean: 105.25, Std: 1.22, Max: 107.53, Min: 102.99, Range: 4.54","Mean: 99.42, Std: 1.01, Max: 102.23, Min: 97.62, Range: 4.61","Mean: 101.76, Std: 0.25, Max: 102.54, Min: 101.39, Range: 1.15","Mean: 104.18, Std: 0.45, Max: 105.09, Min: 103.37, Range: 1.72","Mean: 103.74, Std: 1.14, Max: 106.33, Min: 101.65, Range: 4.68","Mean: 103.05, Std: 1.74, Max: 108.05, Min: 100.09, Range: 7.97"
5,1,Y,"Mean: 5.71, Std: 1.03, Max: 7.90, Min: 3.74, Range: 4.16","Mean: 7.25, Std: 0.37, Max: 8.03, Min: 6.28, Range: 1.76","Mean: 5.82, Std: 0.63, Max: 6.98, Min: 4.57, Range: 2.42","Mean: 7.94, Std: 0.24, Max: 8.42, Min: 7.39, Range: 1.04","Mean: 7.16, Std: 0.55, Max: 8.17, Min: 6.21, Range: 1.96","Mean: 6.53, Std: 0.91, Max: 8.27, Min: 4.70, Range: 3.57","Mean: 7.42, Std: 0.89, Max: 10.01, Min: 5.39, Range: 4.62"
5,1,Z,"Mean: 17.53, Std: 1.63, Max: 23.40, Min: 14.67, Range: 8.73","Mean: 17.68, Std: 0.48, Max: 18.94, Min: 16.49, Range: 2.44","Mean: 23.93, Std: 1.20, Max: 25.56, Min: 20.38, Range: 5.18","Mean: 21.22, Std: 0.53, Max: 22.60, Min: 19.84, Range: 2.77","Mean: 16.46, Std: 0.56, Max: 17.43, Min: 15.37, Range: 2.06","Mean: 18.83, Std: 3.20, Max: 23.82, Min: 11.74, Range: 12.08","Mean: 21.02, Std: 1.26, Max: 25.55, Min: 18.20, Range: 7.35"
5,2,X,"Mean: 97.01, Std: 0.74, Max: 98.39, Min: 94.56, Range: 3.83","Mean: 96.70, Std: 0.35, Max: 97.46, Min: 95.99, Range: 1.46","Mean: 93.39, Std: 1.35, Max: 96.23, Min: 91.19, Range: 5.04","Mean: 93.03, Std: 0.39, Max: 94.07, Min: 92.31, Range: 1.76","Mean: 95.34, Std: 0.41, Max: 96.42, Min: 94.47, Range: 1.94","Mean: 95.47, Std: 1.10, Max: 97.86, Min: 93.15, Range: 4.70","Mean: 94.62, Std: 1.48, Max: 98.13, Min: 90.56, Range: 7.57"
5,2,Y,"Mean: -13.57, Std: 0.88, Max: -11.73, Min: -15.53, Range: 3.80","Mean: -12.10, Std: 0.23, Max: -11.45, Min: -12.60, Range: 1.15","Mean: -14.10, Std: 0.70, Max: -12.48, Min: -15.38, Range: 2.90","Mean: -12.05, Std: 0.39, Max: -11.38, Min: -12.95, Range: 1.57","Mean: -12.32, Std: 0.57, Max: -11.64, Min: -14.60, Range: 2.95","Mean: -12.43, Std: 0.93, Max: -10.31, Min: -14.45, Range: 4.15","Mean: -13.15, Std: 0.83, Max: -10.88, Min: -14.78, Range: 3.90"
5,2,Z,"Mean: 9.70, Std: 1.48, Max: 15.43, Min: 7.05, Range: 8.38","Mean: 10.53, Std: 0.34, Max: 11.59, Min: 9.88, Range: 1.71","Mean: 16.68, Std: 1.17, Max: 18.35, Min: 13.06, Range: 5.29","Mean: 14.04, Std: 0.31, Max: 14.74, Min: 13.28, Range: 1.46","Mean: 10.15, Std: 0.67, Max: 11.51, Min: 8.36, Range: 3.15","Mean: 11.68, Std: 2.64, Max: 15.77, Min: 6.24, Range: 9.53","Mean: 13.93, Std: 1.13, Max: 17.53, Min: 11.45, Range: 6.08"
5,3,X,"Mean: 88.58, Std: 0.45, Max: 89.42, Min: 87.12, Range: 2.30","Mean: 87.86, Std: 0.13, Max: 88.12, Min: 87.54, Range: 0.58","Mean: 85.11, Std: 0.72, Max: 86.52, Min: 83.80, Range: 2.71","Mean: 85.38, Std: 0.83, Max: 87.32, Min: 83.75, Range: 3.57","Mean: 86.37, Std: 0.48, Max: 87.60, Min: 85.70, Range: 1.90","Mean: 86.39, Std: 1.00, Max: 88.57, Min: 84.43, Range: 4.13","Mean: 85.95, Std: 0.69, Max: 87.56, Min: 84.14, Range: 3.43"
5,3,Y,"Mean: -26.01, Std: 0.80, Max: -24.47, Min: -27.57, Range: 3.09","Mean: -24.71, Std: 0.17, Max: -24.31, Min: -25.16, Range: 0.85","Mean: -26.21, Std: 0.28, Max: -25.52, Min: -26.73, Range: 1.22","Mean: -25.17, Std: 0.41, Max: -24.22, Min: -25.90, Range: 1.69","Mean: -24.89, Std: 0.87, Max: -23.80, Min: -27.51, Range: 3.71","Mean: -24.97, Std: 0.67, Max: -23.83, Min: -26.43, Range: 2.59","Mean: -25.49, Std: 1.14, Max: -23.75, Min: -28.96, Range: 5.21"
5,3,Z,"Mean: -2.54, Std: 1.43, Max: 3.30, Min: -5.07, Range: 8.37","Mean: -1.82, Std: 0.36, Max: -0.83, Min: -2.61, Range: 1.78","Mean: 2.91, Std: 0.84, Max: 4.23, Min: 0.45, Range: 3.78","Mean: 0.97, Std: 0.39, Max: 1.80, Min: -0.10, Range: 1.90","Mean: -2.36, Std: 0.85, Max: -0.44, Min: -4.29, Range: 3.85","Mean: -0.99, Std: 1.94, Max: 2.08, Min: -4.68, Range: 6.75","Mean: 0.01, Std: 1.00, Max: 3.32, Min: -2.01, Range: 5.32"
5,4,X,"Mean: 83.45, Std: 0.35, Max: 84.34, Min: 82.58, Range: 1.76","Mean: 83.35, Std: 0.11, Max: 83.62, Min: 83.16, Range: 0.46","Mean: 80.99, Std: 0.34, Max: 81.86, Min: 80.26, Range: 1.60","Mean: 81.02, Std: 0.46, Max: 82.24, Min: 80.28, Range: 1.96","Mean: 82.12, Std: 1.25, Max: 86.41, Min: 79.58, Range: 6.83","Mean: 82.74, Std: 0.84, Max: 84.52, Min: 81.19, Range: 3.33","Mean: 82.14, Std: 1.60, Max: 87.09, Min: 80.10, Range: 6.98"
5,4,Y,"Mean: -38.71, Std: 0.76, Max: -37.17, Min: -40.19, Range: 3.03","Mean: -35.21, Std: 0.15, Max: -34.77, Min: -35.68, Range: 0.91","Mean: -34.90, Std: 0.28, Max: -34.20, Min: -35.50, Range: 1.30","Mean: -34.21, Std: 0.37, Max: -33.52, Min: -34.99, Range: 1.47","Mean: -36.69, Std: 1.74, Max: -34.23, Min: -41.31, Range: 7.08","Mean: -35.40, Std: 1.34, Max: -33.28, Min: -38.23, Range: 4.95","Mean: -35.94, Std: 2.16, Max: -32.42, Min: -40.54, Range: 8.11"
5,4,Z,"Mean: -13.95, Std: 1.29, Max: -8.65, Min: -16.13, Range: 7.48","Mean: -14.89, Std: 0.27, Max: -14.12, Min: -15.71, Range: 1.59","Mean: -10.56, Std: 0.66, Max: -9.18, Min: -12.43, Range: 3.24","Mean: -11.77, Std: 0.36, Max: -11.04, Min: -12.38, Range: 1.34","Mean: -14.87, Std: 1.22, Max: -12.44, Min: -18.40, Range: 5.96","Mean: -14.85, Std: 0.96, Max: -12.56, Min: -17.08, Range: 4.52","Mean: -14.01, Std: 1.93, Max: -10.39, Min: -20.53, Range: 10.14"
5,5,X,"Mean: 148.39, Std: 1.10, Max: 150.50, Min: 144.68, Range: 5.82","Mean: 153.09, Std: 3.78, Max: 157.13, Min: 144.69, Range: 12.44","Mean: 140.64, Std: 1.59, Max: 143.90, Min: 137.41, Range: 6.49","Mean: 144.90, Std: 0.32, Max: 145.80, Min: 144.41, Range: 1.39","Mean: 150.31, Std: 0.43, Max: 151.08, Min: 149.47, Range: 1.61","Mean: 150.82, Std: 2.77, Max: 154.75, Min: 143.94, Range: 10.82","Mean: 148.85, Std: 3.01, Max: 153.83, Min: 141.54, Range: 12.29"
5,5,Y,"Mean: -0.31, Std: 1.86, Max: 4.27, Min: -3.31, Range: 7.57","Mean: 5.06, Std: 2.68, Max: 10.45, Min: 0.64, Range: 9.81","Mean: 0.19, Std: 1.93, Max: 3.76, Min: -4.03, Range: 7.79","Mean: 2.89, Std: 0.39, Max: 3.79, Min: 2.17, Range: 1.62","Mean: 2.89, Std: 0.99, Max: 5.19, Min: 1.02, Range: 4.17","Mean: 2.96, Std: 1.36, Max: 7.38, Min: -0.19, Range: 7.56","Mean: 5.47, Std: 3.68, Max: 18.10, Min: -1.76, Range: 19.86"
5,5,Z,"Mean: 17.22, Std: 2.45, Max: 27.78, Min: 12.42, Range: 15.37","Mean: 9.85, Std: 9.91, Max: 27.15, Min: -6.18, Range: 33.33","Mean: 35.22, Std: 2.78, Max: 40.82, Min: 28.46, Range: 12.36","Mean: 30.50, Std: 0.77, Max: 31.91, Min: 28.37, Range: 3.54","Mean: 17.68, Std: 1.17, Max: 19.60, Min: 14.32, Range: 5.28","Mean: 20.38, Std: 4.42, Max: 29.10, Min: 10.61, Range: 18.50","Mean: 19.13, Std: 9.46, Max: 34.31, Min: -9.31, Range: 43.62"
